Pavarde        Vardas         Galutinis(vid./med.)     
Vardas91       Pavarde91      4.5                      
Vardas912      Pavarde912     4.5                      
Vardas74       Pavarde74      4.5                      
Vardas711      Pavarde711     4.5                      
Vardas956      Pavarde956     4.5                      
Vardas92       Pavarde92      4.5                      
Vardas861      Pavarde861     4.5                      
Vardas368      Pavarde368     4.5                      
Vardas382      Pavarde382     4.5                      
Vardas307      Pavarde307     4.5                      
Vardas332      Pavarde332     4.4                      
Vardas278      Pavarde278     4.4                      
Vardas404      Pavarde404     4.4                      
Vardas566      Pavarde566     4.4                      
Vardas88       Pavarde88      4.4                      
Vardas818      Pavarde818     4.4                      
Vardas920      Pavarde920     4.4                      
Vardas825      Pavarde825     4.4                      
Vardas987      Pavarde987     4.4                      
Vardas950      Pavarde950     4.4                      
Vardas363      Pavarde363     4.4                      
Vardas722      Pavarde722     4.4                      
Vardas237      Pavarde237     4.4                      
Vardas176      Pavarde176     4.4                      
Vardas506      Pavarde506     4.4                      
Vardas938      Pavarde938     4.4                      
Vardas415      Pavarde415     4.4                      
Vardas621      Pavarde621     4.4                      
Vardas226      Pavarde226     4.4                      
Vardas392      Pavarde392     4.4                      
Vardas504      Pavarde504     4.4                      
Vardas431      Pavarde431     4.4                      
Vardas328      Pavarde328     4.4                      
Vardas965      Pavarde965     4.4                      
Vardas597      Pavarde597     4.4                      
Vardas971      Pavarde971     4.4                      
Vardas589      Pavarde589     4.3                      
Vardas776      Pavarde776     4.3                      
Vardas906      Pavarde906     4.3                      
Vardas683      Pavarde683     4.3                      
Vardas435      Pavarde435     4.3                      
Vardas425      Pavarde425     4.3                      
Vardas525      Pavarde525     4.3                      
Vardas58       Pavarde58      4.3                      
Vardas553      Pavarde553     4.3                      
Vardas642      Pavarde642     4.3                      
Vardas255      Pavarde255     4.3                      
Vardas900      Pavarde900     4.3                      
Vardas393      Pavarde393     4.3                      
Vardas590      Pavarde590     4.3                      
Vardas617      Pavarde617     4.3                      
Vardas247      Pavarde247     4.3                      
Vardas500      Pavarde500     4.3                      
Vardas515      Pavarde515     4.3                      
Vardas233      Pavarde233     4.3                      
Vardas35       Pavarde35      4.3                      
Vardas194      Pavarde194     4.2                      
Vardas450      Pavarde450     4.2                      
Vardas433      Pavarde433     4.2                      
Vardas133      Pavarde133     4.2                      
Vardas800      Pavarde800     4.2                      
Vardas206      Pavarde206     4.2                      
Vardas159      Pavarde159     4.2                      
Vardas534      Pavarde534     4.2                      
Vardas472      Pavarde472     4.2                      
Vardas573      Pavarde573     4.2                      
Vardas643      Pavarde643     4.2                      
Vardas768      Pavarde768     4.2                      
Vardas175      Pavarde175     4.2                      
Vardas462      Pavarde462     4.2                      
Vardas880      Pavarde880     4.2                      
Vardas868      Pavarde868     4.2                      
Vardas676      Pavarde676     4.2                      
Vardas45       Pavarde45      4.2                      
Vardas10       Pavarde10      4.2                      
Vardas214      Pavarde214     4.2                      
Vardas325      Pavarde325     4.2                      
Vardas291      Pavarde291     4.2                      
Vardas670      Pavarde670     4.1                      
Vardas752      Pavarde752     4.1                      
Vardas989      Pavarde989     4.1                      
Vardas26       Pavarde26      4.1                      
Vardas320      Pavarde320     4.1                      
Vardas605      Pavarde605     4.1                      
Vardas300      Pavarde300     4.1                      
Vardas272      Pavarde272     4.1                      
Vardas754      Pavarde754     4.1                      
Vardas750      Pavarde750     4.1                      
Vardas173      Pavarde173     4.1                      
Vardas550      Pavarde550     4.1                      
Vardas937      Pavarde937     4.1                      
Vardas863      Pavarde863     4.1                      
Vardas197      Pavarde197     4                        
Vardas838      Pavarde838     4                        
Vardas398      Pavarde398     4                        
Vardas251      Pavarde251     4                        
Vardas116      Pavarde116     4                        
Vardas919      Pavarde919     4                        
Vardas346      Pavarde346     4                        
Vardas33       Pavarde33      4                        
Vardas42       Pavarde42      4                        
Vardas706      Pavarde706     4                        
Vardas268      Pavarde268     4                        
Vardas313      Pavarde313     4                        
Vardas524      Pavarde524     4                        
Vardas910      Pavarde910     4                        
Vardas708      Pavarde708     4                        
Vardas203      Pavarde203     4                        
Vardas347      Pavarde347     4                        
Vardas414      Pavarde414     4                        
Vardas32       Pavarde32      4                        
Vardas471      Pavarde471     4                        
Vardas823      Pavarde823     4                        
Vardas719      Pavarde719     4                        
Vardas56       Pavarde56      4                        
Vardas79       Pavarde79      4                        
Vardas888      Pavarde888     4                        
Vardas296      Pavarde296     4                        
Vardas599      Pavarde599     4                        
Vardas641      Pavarde641     4                        
Vardas724      Pavarde724     3.9                      
Vardas90       Pavarde90      3.9                      
Vardas349      Pavarde349     3.9                      
Vardas957      Pavarde957     3.9                      
Vardas98       Pavarde98      3.9                      
Vardas929      Pavarde929     3.9                      
Vardas990      Pavarde990     3.9                      
Vardas775      Pavarde775     3.9                      
Vardas106      Pavarde106     3.9                      
Vardas157      Pavarde157     3.9                      
Vardas319      Pavarde319     3.8                      
Vardas448      Pavarde448     3.8                      
Vardas664      Pavarde664     3.8                      
Vardas341      Pavarde341     3.8                      
Vardas137      Pavarde137     3.8                      
Vardas199      Pavarde199     3.8                      
Vardas39       Pavarde39      3.8                      
Vardas142      Pavarde142     3.8                      
Vardas374      Pavarde374     3.8                      
Vardas465      Pavarde465     3.8                      
Vardas144      Pavarde144     3.8                      
Vardas168      Pavarde168     3.8                      
Vardas257      Pavarde257     3.8                      
Vardas385      Pavarde385     3.8                      
Vardas336      Pavarde336     3.8                      
Vardas378      Pavarde378     3.8                      
Vardas924      Pavarde924     3.8                      
Vardas343      Pavarde343     3.8                      
Vardas246      Pavarde246     3.8                      
Vardas613      Pavarde613     3.8                      
Vardas828      Pavarde828     3.8                      
Vardas637      Pavarde637     3.8                      
Vardas847      Pavarde847     3.8                      
Vardas270      Pavarde270     3.8                      
Vardas17       Pavarde17      3.8                      
Vardas537      Pavarde537     3.7                      
Vardas7        Pavarde7       3.7                      
Vardas922      Pavarde922     3.7                      
Vardas691      Pavarde691     3.7                      
Vardas294      Pavarde294     3.7                      
Vardas479      Pavarde479     3.7                      
Vardas422      Pavarde422     3.7                      
Vardas244      Pavarde244     3.7                      
Vardas97       Pavarde97      3.7                      
Vardas66       Pavarde66      3.7                      
Vardas217      Pavarde217     3.7                      
Vardas564      Pavarde564     3.7                      
Vardas875      Pavarde875     3.7                      
Vardas118      Pavarde118     3.7                      
Vardas528      Pavarde528     3.7                      
Vardas673      Pavarde673     3.7                      
Vardas104      Pavarde104     3.7                      
Vardas466      Pavarde466     3.7                      
Vardas840      Pavarde840     3.7                      
Vardas37       Pavarde37      3.6                      
Vardas321      Pavarde321     3.6                      
Vardas304      Pavarde304     3.6                      
Vardas830      Pavarde830     3.6                      
Vardas976      Pavarde976     3.6                      
Vardas532      Pavarde532     3.6                      
Vardas286      Pavarde286     3.6                      
Vardas518      Pavarde518     3.6                      
Vardas383      Pavarde383     3.6                      
Vardas158      Pavarde158     3.6                      
Vardas73       Pavarde73      3.6                      
Vardas289      Pavarde289     3.6                      
Vardas671      Pavarde671     3.6                      
Vardas962      Pavarde962     3.6                      
Vardas949      Pavarde949     3.6                      
Vardas678      Pavarde678     3.5                      
Vardas636      Pavarde636     3.5                      
Vardas562      Pavarde562     3.5                      
Vardas616      Pavarde616     3.5                      
Vardas792      Pavarde792     3.5                      
Vardas139      Pavarde139     3.5                      
Vardas778      Pavarde778     3.5                      
Vardas874      Pavarde874     3.5                      
Vardas120      Pavarde120     3.5                      
Vardas894      Pavarde894     3.5                      
Vardas146      Pavarde146     3.5                      
Vardas679      Pavarde679     3.5                      
Vardas43       Pavarde43      3.5                      
Vardas474      Pavarde474     3.5                      
Vardas892      Pavarde892     3.5                      
Vardas410      Pavarde410     3.4                      
Vardas306      Pavarde306     3.4                      
Vardas654      Pavarde654     3.4                      
Vardas461      Pavarde461     3.4                      
Vardas992      Pavarde992     3.4                      
Vardas794      Pavarde794     3.4                      
Vardas735      Pavarde735     3.4                      
Vardas31       Pavarde31      3.4                      
Vardas688      Pavarde688     3.4                      
Vardas359      Pavarde359     3.4                      
Vardas940      Pavarde940     3.4                      
Vardas650      Pavarde650     3.4                      
Vardas337      Pavarde337     3.4                      
Vardas526      Pavarde526     3.4                      
Vardas860      Pavarde860     3.4                      
Vardas748      Pavarde748     3.4                      
Vardas216      Pavarde216     3.4                      
Vardas69       Pavarde69      3.4                      
Vardas178      Pavarde178     3.4                      
Vardas858      Pavarde858     3.4                      
Vardas162      Pavarde162     3.4                      
Vardas468      Pavarde468     3.4                      
Vardas261      Pavarde261     3.3                      
Vardas681      Pavarde681     3.3                      
Vardas943      Pavarde943     3.3                      
Vardas941      Pavarde941     3.3                      
Vardas485      Pavarde485     3.3                      
Vardas209      Pavarde209     3.3                      
Vardas787      Pavarde787     3.3                      
Vardas169      Pavarde169     3.3                      
Vardas23       Pavarde23      3.3                      
Vardas345      Pavarde345     3.3                      
Vardas114      Pavarde114     3.3                      
Vardas837      Pavarde837     3.3                      
Vardas140      Pavarde140     3.3                      
Vardas12       Pavarde12      3.2                      
Vardas379      Pavarde379     3.2                      
Vardas522      Pavarde522     3.2                      
Vardas263      Pavarde263     3.2                      
Vardas963      Pavarde963     3.2                      
Vardas189      Pavarde189     3.2                      
Vardas224      Pavarde224     3.2                      
Vardas208      Pavarde208     3.2                      
Vardas200      Pavarde200     3.2                      
Vardas685      Pavarde685     3.2                      
Vardas458      Pavarde458     3.2                      
Vardas54       Pavarde54      3.2                      
Vardas376      Pavarde376     3.2                      
Vardas569      Pavarde569     3.2                      
Vardas155      Pavarde155     3.2                      
Vardas21       Pavarde21      3.1                      
Vardas267      Pavarde267     3.1                      
Vardas928      Pavarde928     3.1                      
Vardas41       Pavarde41      3.1                      
Vardas284      Pavarde284     3.1                      
Vardas744      Pavarde744     3.1                      
Vardas803      Pavarde803     3.1                      
Vardas585      Pavarde585     3.1                      
Vardas232      Pavarde232     3.1                      
Vardas721      Pavarde721     3.1                      
Vardas731      Pavarde731     3                        
Vardas164      Pavarde164     3                        
Vardas401      Pavarde401     3                        
Vardas405      Pavarde405     3                        
Vardas782      Pavarde782     3                        
Vardas606      Pavarde606     3                        
Vardas13       Pavarde13      3                        
Vardas571      Pavarde571     3                        
Vardas46       Pavarde46      3                        
Vardas469      Pavarde469     3                        
Vardas123      Pavarde123     3                        
Vardas342      Pavarde342     3                        
Vardas76       Pavarde76      3                        
Vardas626      Pavarde626     3                        
Vardas275      Pavarde275     3                        
Vardas548      Pavarde548     3                        
Vardas207      Pavarde207     3                        
Vardas601      Pavarde601     3                        
Vardas620      Pavarde620     3                        
Vardas201      Pavarde201     2.9                      
Vardas710      Pavarde710     2.9                      
Vardas570      Pavarde570     2.9                      
Vardas541      Pavarde541     2.9                      
Vardas252      Pavarde252     2.9                      
Vardas138      Pavarde138     2.9                      
Vardas403      Pavarde403     2.9                      
Vardas57       Pavarde57      2.9                      
Vardas279      Pavarde279     2.9                      
Vardas95       Pavarde95      2.9                      
Vardas727      Pavarde727     2.9                      
Vardas615      Pavarde615     2.9                      
Vardas93       Pavarde93      2.9                      
Vardas464      Pavarde464     2.9                      
Vardas182      Pavarde182     2.8                      
Vardas559      Pavarde559     2.8                      
Vardas996      Pavarde996     2.8                      
Vardas999      Pavarde999     2.8                      
Vardas419      Pavarde419     2.8                      
Vardas143      Pavarde143     2.8                      
Vardas891      Pavarde891     2.8                      
Vardas903      Pavarde903     2.8                      
Vardas121      Pavarde121     2.8                      
Vardas22       Pavarde22      2.8                      
Vardas119      Pavarde119     2.8                      
Vardas851      Pavarde851     2.8                      
Vardas779      Pavarde779     2.8                      
Vardas473      Pavarde473     2.7                      
Vardas668      Pavarde668     2.7                      
Vardas979      Pavarde979     2.7                      
Vardas574      Pavarde574     2.7                      
Vardas981      Pavarde981     2.7                      
Vardas985      Pavarde985     2.7                      
Vardas520      Pavarde520     2.7                      
Vardas854      Pavarde854     2.7                      
Vardas351      Pavarde351     2.7                      
Vardas835      Pavarde835     2.7                      
Vardas339      Pavarde339     2.7                      
Vardas239      Pavarde239     2.7                      
Vardas609      Pavarde609     2.6                      
Vardas770      Pavarde770     2.6                      
Vardas510      Pavarde510     2.6                      
Vardas961      Pavarde961     2.6                      
Vardas177      Pavarde177     2.6                      
Vardas826      Pavarde826     2.6                      
Vardas630      Pavarde630     2.6                      
Vardas381      Pavarde381     2.5                      
Vardas202      Pavarde202     2.5                      
Vardas764      Pavarde764     2.5                      
Vardas763      Pavarde763     2.5                      
Vardas366      Pavarde366     2.5                      
Vardas944      Pavarde944     2.5                      
Vardas493      Pavarde493     2.5                      
Vardas411      Pavarde411     2.5                      
Vardas63       Pavarde63      2.5                      
Vardas960      Pavarde960     2.5                      
Vardas746      Pavarde746     2.4                      
Vardas697      Pavarde697     2.4                      
Vardas893      Pavarde893     2.4                      
Vardas372      Pavarde372     2.4                      
Vardas287      Pavarde287     2.4                      
Vardas793      Pavarde793     2.4                      
Vardas556      Pavarde556     2.3                      
Vardas680      Pavarde680     2.3                      
Vardas925      Pavarde925     2.3                      
Vardas108      Pavarde108     2.3                      
Vardas549      Pavarde549     2.2                      
Vardas604      Pavarde604     2.2                      
Vardas655      Pavarde655     2.2                      
Vardas502      Pavarde502     2.2                      
Vardas241      Pavarde241     2.2                      
Vardas227      Pavarde227     2.2                      
Vardas409      Pavarde409     2.2                      
Vardas849      Pavarde849     2.1                      
Vardas288      Pavarde288     2                        
Vardas552      Pavarde552     2                        
Vardas898      Pavarde898     2                        
Vardas980      Pavarde980     2                        
Vardas161      Pavarde161     1.9                      
Vardas853      Pavarde853     1.9                      
Vardas834      Pavarde834     1.9                      
Vardas867      Pavarde867     1.8                      
Vardas567      Pavarde567     1.7                      
Vardas747      Pavarde747     1.6                      
