Pavarde        Vardas         Galutinis(vid./med.)     
Vardas40233    Pavarde40233   5                        
Vardas19815    Pavarde19815   5                        
Vardas58719    Pavarde58719   5                        
Vardas87584    Pavarde87584   5                        
Vardas28480    Pavarde28480   5                        
Vardas5013     Pavarde5013    5                        
Vardas76209    Pavarde76209   5                        
Vardas28460    Pavarde28460   5                        
Vardas10930    Pavarde10930   5                        
Vardas33034    Pavarde33034   5                        
Vardas33036    Pavarde33036   5                        
Vardas10921    Pavarde10921   5                        
Vardas10917    Pavarde10917   5                        
Vardas58705    Pavarde58705   5                        
Vardas80876    Pavarde80876   5                        
Vardas42868    Pavarde42868   5                        
Vardas16545    Pavarde16545   5                        
Vardas33073    Pavarde33073   5                        
Vardas99494    Pavarde99494   5                        
Vardas95826    Pavarde95826   5                        
Vardas16865    Pavarde16865   5                        
Vardas67481    Pavarde67481   5                        
Vardas84056    Pavarde84056   5                        
Vardas16928    Pavarde16928   5                        
Vardas93484    Pavarde93484   5                        
Vardas76239    Pavarde76239   5                        
Vardas56358    Pavarde56358   5                        
Vardas47023    Pavarde47023   5                        
Vardas64522    Pavarde64522   5                        
Vardas56352    Pavarde56352   5                        
Vardas5095     Pavarde5095    5                        
Vardas43514    Pavarde43514   5                        
Vardas11165    Pavarde11165   5                        
Vardas82402    Pavarde82402   5                        
Vardas46603    Pavarde46603   5                        
Vardas83767    Pavarde83767   5                        
Vardas78411    Pavarde78411   5                        
Vardas56530    Pavarde56530   5                        
Vardas98025    Pavarde98025   5                        
Vardas89135    Pavarde89135   5                        
Vardas5104     Pavarde5104    5                        
Vardas76153    Pavarde76153   5                        
Vardas58598    Pavarde58598   5                        
Vardas16174    Pavarde16174   5                        
Vardas72064    Pavarde72064   5                        
Vardas56470    Pavarde56470   5                        
Vardas56469    Pavarde56469   5                        
Vardas93740    Pavarde93740   5                        
Vardas28643    Pavarde28643   5                        
Vardas43193    Pavarde43193   5                        
Vardas89161    Pavarde89161   5                        
Vardas16319    Pavarde16319   5                        
Vardas5053     Pavarde5053    5                        
Vardas99559    Pavarde99559   5                        
Vardas51203    Pavarde51203   5                        
Vardas51205    Pavarde51205   5                        
Vardas28558    Pavarde28558   5                        
Vardas51237    Pavarde51237   5                        
Vardas28153    Pavarde28153   5                        
Vardas93148    Pavarde93148   5                        
Vardas82586    Pavarde82586   5                        
Vardas56141    Pavarde56141   5                        
Vardas28186    Pavarde28186   5                        
Vardas64123    Pavarde64123   5                        
Vardas84276    Pavarde84276   5                        
Vardas76381    Pavarde76381   5                        
Vardas17929    Pavarde17929   5                        
Vardas69454    Pavarde69454   5                        
Vardas18018    Pavarde18018   5                        
Vardas56125    Pavarde56125   5                        
Vardas41930    Pavarde41930   5                        
Vardas18060    Pavarde18060   5                        
Vardas67593    Pavarde67593   5                        
Vardas64032    Pavarde64032   5                        
Vardas18085    Pavarde18085   5                        
Vardas18094    Pavarde18094   5                        
Vardas80710    Pavarde80710   5                        
Vardas75088    Pavarde75088   5                        
Vardas10480    Pavarde10480   5                        
Vardas63997    Pavarde63997   5                        
Vardas18193    Pavarde18193   5                        
Vardas41773    Pavarde41773   5                        
Vardas71943    Pavarde71943   5                        
Vardas93049    Pavarde93049   5                        
Vardas89357    Pavarde89357   5                        
Vardas80687    Pavarde80687   5                        
Vardas89264    Pavarde89264   5                        
Vardas49382    Pavarde49382   5                        
Vardas17128    Pavarde17128   5                        
Vardas87508    Pavarde87508   5                        
Vardas93414    Pavarde93414   5                        
Vardas67513    Pavarde67513   5                        
Vardas93396    Pavarde93396   5                        
Vardas33171    Pavarde33171   5                        
Vardas17281    Pavarde17281   5                        
Vardas33178    Pavarde33178   5                        
Vardas56295    Pavarde56295   5                        
Vardas69472    Pavarde69472   5                        
Vardas79219    Pavarde79219   5                        
Vardas72033    Pavarde72033   5                        
Vardas39912    Pavarde39912   5                        
Vardas10707    Pavarde10707   5                        
Vardas93323    Pavarde93323   5                        
Vardas28275    Pavarde28275   5                        
Vardas28271    Pavarde28271   5                        
Vardas64315    Pavarde64315   5                        
Vardas56228    Pavarde56228   5                        
Vardas1682     Pavarde1682    5                        
Vardas17518    Pavarde17518   5                        
Vardas42211    Pavarde42211   5                        
Vardas84222    Pavarde84222   5                        
Vardas51653    Pavarde51653   5                        
Vardas87436    Pavarde87436   5                        
Vardas91145    Pavarde91145   5                        
Vardas96630    Pavarde96630   5                        
Vardas8552     Pavarde8552    5                        
Vardas23481    Pavarde23481   5                        
Vardas49217    Pavarde49217   5                        
Vardas23497    Pavarde23497   5                        
Vardas35835    Pavarde35835   5                        
Vardas70834    Pavarde70834   5                        
Vardas48641    Pavarde48641   5                        
Vardas37744    Pavarde37744   5                        
Vardas37725    Pavarde37725   5                        
Vardas53830    Pavarde53830   5                        
Vardas23514    Pavarde23514   5                        
Vardas86504    Pavarde86504   5                        
Vardas8569     Pavarde8569    5                        
Vardas53839    Pavarde53839   5                        
Vardas77510    Pavarde77510   5                        
Vardas25498    Pavarde25498   5                        
Vardas25478    Pavarde25478   5                        
Vardas25446    Pavarde25446   5                        
Vardas98749    Pavarde98749   5                        
Vardas3442     Pavarde3442    5                        
Vardas90451    Pavarde90451   5                        
Vardas53907    Pavarde53907   5                        
Vardas3993     Pavarde3993    5                        
Vardas35938    Pavarde35938   5                        
Vardas8433     Pavarde8433    5                        
Vardas3479     Pavarde3479    5                        
Vardas23278    Pavarde23278   5                        
Vardas79625    Pavarde79625   5                        
Vardas8770     Pavarde8770    5                        
Vardas80094    Pavarde80094   5                        
Vardas3236     Pavarde3236    5                        
Vardas3244     Pavarde3244    5                        
Vardas23083    Pavarde23083   5                        
Vardas59969    Pavarde59969   5                        
Vardas68559    Pavarde68559   5                        
Vardas91354    Pavarde91354   5                        
Vardas54913    Pavarde54913   5                        
Vardas25778    Pavarde25778   5                        
Vardas60015    Pavarde60015   5                        
Vardas37922    Pavarde37922   5                        
Vardas25296    Pavarde25296   5                        
Vardas25643    Pavarde25643   5                        
Vardas90321    Pavarde90321   5                        
Vardas60097    Pavarde60097   5                        
Vardas77445    Pavarde77445   5                        
Vardas91199    Pavarde91199   5                        
Vardas25607    Pavarde25607   5                        
Vardas8595     Pavarde8595    5                        
Vardas53797    Pavarde53797   5                        
Vardas96617    Pavarde96617   5                        
Vardas98790    Pavarde98790   5                        
Vardas74595    Pavarde74595   5                        
Vardas23431    Pavarde23431   5                        
Vardas4084     Pavarde4084    5                        
Vardas60562    Pavarde60562   5                        
Vardas24451    Pavarde24451   5                        
Vardas60615    Pavarde60615   5                        
Vardas54215    Pavarde54215   5                        
Vardas86156    Pavarde86156   5                        
Vardas54257    Pavarde54257   5                        
Vardas3907     Pavarde3907    5                        
Vardas60595    Pavarde60595   5                        
Vardas36749    Pavarde36749   5                        
Vardas70963    Pavarde70963   5                        
Vardas24928    Pavarde24928   5                        
Vardas24555    Pavarde24555   5                        
Vardas79853    Pavarde79853   5                        
Vardas8108     Pavarde8108    5                        
Vardas54191    Pavarde54191   5                        
Vardas71005    Pavarde71005   5                        
Vardas36311    Pavarde36311   5                        
Vardas8104     Pavarde8104    5                        
Vardas98619    Pavarde98619   5                        
Vardas36354    Pavarde36354   5                        
Vardas3786     Pavarde3786    5                        
Vardas60528    Pavarde60528   5                        
Vardas36463    Pavarde36463   5                        
Vardas90733    Pavarde90733   5                        
Vardas60503    Pavarde60503   5                        
Vardas3846     Pavarde3846    5                        
Vardas8040     Pavarde8040    5                        
Vardas24828    Pavarde24828   5                        
Vardas37088    Pavarde37088   5                        
Vardas48162    Pavarde48162   5                        
Vardas46861    Pavarde46861   5                        
Vardas37333    Pavarde37333   5                        
Vardas54657    Pavarde54657   5                        
Vardas23948    Pavarde23948   5                        
Vardas54018    Pavarde54018   5                        
Vardas60854    Pavarde60854   5                        
Vardas37224    Pavarde37224   5                        
Vardas47374    Pavarde47374   5                        
Vardas37205    Pavarde37205   5                        
Vardas24144    Pavarde24144   5                        
Vardas96718    Pavarde96718   5                        
Vardas71117    Pavarde71117   5                        
Vardas38037    Pavarde38037   5                        
Vardas3575     Pavarde3575    5                        
Vardas79910    Pavarde79910   5                        
Vardas24317    Pavarde24317   5                        
Vardas37033    Pavarde37033   5                        
Vardas60691    Pavarde60691   5                        
Vardas79895    Pavarde79895   5                        
Vardas54109    Pavarde54109   5                        
Vardas73661    Pavarde73661   5                        
Vardas60308    Pavarde60308   5                        
Vardas7962     Pavarde7962    5                        
Vardas60645    Pavarde60645   5                        
Vardas48765    Pavarde48765   5                        
Vardas90823    Pavarde90823   5                        
Vardas82552    Pavarde82552   5                        
Vardas62789    Pavarde62789   5                        
Vardas4404     Pavarde4404    5                        
Vardas59494    Pavarde59494   5                        
Vardas86932    Pavarde86932   5                        
Vardas9456     Pavarde9456    5                        
Vardas39440    Pavarde39440   5                        
Vardas55366    Pavarde55366   5                        
Vardas59555    Pavarde59555   5                        
Vardas39234    Pavarde39234   5                        
Vardas80290    Pavarde80290   5                        
Vardas47602    Pavarde47602   5                        
Vardas39166    Pavarde39166   5                        
Vardas26505    Pavarde26505   5                        
Vardas39488    Pavarde39488   5                        
Vardas9315     Pavarde9315    5                        
Vardas76989    Pavarde76989   5                        
Vardas26470    Pavarde26470   5                        
Vardas62512    Pavarde62512   5                        
Vardas53190    Pavarde53190   5                        
Vardas4312     Pavarde4312    5                        
Vardas35006    Pavarde35006   5                        
Vardas21388    Pavarde21388   5                        
Vardas21416    Pavarde21416   5                        
Vardas86789    Pavarde86789   5                        
Vardas21505    Pavarde21505   5                        
Vardas35049    Pavarde35049   5                        
Vardas21554    Pavarde21554   5                        
Vardas39771    Pavarde39771   5                        
Vardas71598    Pavarde71598   5                        
Vardas92335    Pavarde92335   5                        
Vardas69244    Pavarde69244   5                        
Vardas62970    Pavarde62970   5                        
Vardas39869    Pavarde39869   5                        
Vardas39848    Pavarde39848   5                        
Vardas98303    Pavarde98303   5                        
Vardas39825    Pavarde39825   5                        
Vardas89906    Pavarde89906   5                        
Vardas52830    Pavarde52830   5                        
Vardas47638    Pavarde47638   5                        
Vardas48214    Pavarde48214   5                        
Vardas73388    Pavarde73388   5                        
Vardas62360    Pavarde62360   5                        
Vardas20396    Pavarde20396   5                        
Vardas62942    Pavarde62942   5                        
Vardas96290    Pavarde96290   5                        
Vardas52906    Pavarde52906   5                        
Vardas20561    Pavarde20561   5                        
Vardas39668    Pavarde39668   5                        
Vardas80353    Pavarde80353   5                        
Vardas4434     Pavarde4434    5                        
Vardas70655    Pavarde70655   5                        
Vardas92197    Pavarde92197   5                        
Vardas79473    Pavarde79473   5                        
Vardas52995    Pavarde52995   5                        
Vardas59493    Pavarde59493   5                        
Vardas25900    Pavarde25900   5                        
Vardas53495    Pavarde53495   5                        
Vardas90198    Pavarde90198   5                        
Vardas35250    Pavarde35250   5                        
Vardas96994    Pavarde96994   5                        
Vardas80160    Pavarde80160   5                        
Vardas22270    Pavarde22270   5                        
Vardas35268    Pavarde35268   5                        
Vardas8976     Pavarde8976    5                        
Vardas68433    Pavarde68433   5                        
Vardas3094     Pavarde3094    5                        
Vardas59916    Pavarde59916   5                        
Vardas53549    Pavarde53549   5                        
Vardas47518    Pavarde47518   5                        
Vardas22252    Pavarde22252   5                        
Vardas3132     Pavarde3132    5                        
Vardas35390    Pavarde35390   5                        
Vardas35413    Pavarde35413   5                        
Vardas61728    Pavarde61728   5                        
Vardas38161    Pavarde38161   5                        
Vardas77286    Pavarde77286   5                        
Vardas91487    Pavarde91487   5                        
Vardas85689    Pavarde85689   5                        
Vardas38063    Pavarde38063   5                        
Vardas61643    Pavarde61643   5                        
Vardas38061    Pavarde38061   5                        
Vardas3215     Pavarde3215    5                        
Vardas68528    Pavarde68528   5                        
Vardas62110    Pavarde62110   5                        
Vardas79555    Pavarde79555   5                        
Vardas38854    Pavarde38854   5                        
Vardas85382    Pavarde85382   5                        
Vardas21747    Pavarde21747   5                        
Vardas90119    Pavarde90119   5                        
Vardas49423    Pavarde49423   5                        
Vardas77103    Pavarde77103   5                        
Vardas2940     Pavarde2940    5                        
Vardas2951     Pavarde2951    5                        
Vardas9136     Pavarde9136    5                        
Vardas98401    Pavarde98401   5                        
Vardas2976     Pavarde2976    5                        
Vardas22024    Pavarde22024   5                        
Vardas57398    Pavarde57398   5                        
Vardas59794    Pavarde59794   5                        
Vardas7543     Pavarde7543    5                        
Vardas91704    Pavarde91704   5                        
Vardas22121    Pavarde22121   5                        
Vardas22122    Pavarde22122   5                        
Vardas71390    Pavarde71390   5                        
Vardas38487    Pavarde38487   5                        
Vardas68385    Pavarde68385   5                        
Vardas22144    Pavarde22144   5                        
Vardas26095    Pavarde26095   5                        
Vardas4209     Pavarde4209    5                        
Vardas86682    Pavarde86682   5                        
Vardas87765    Pavarde87765   5                        
Vardas45386    Pavarde45386   5                        
Vardas47875    Pavarde47875   5                        
Vardas88157    Pavarde88157   5                        
Vardas57590    Pavarde57590   5                        
Vardas13025    Pavarde13025   5                        
Vardas50125    Pavarde50125   5                        
Vardas15385    Pavarde15385   5                        
Vardas44101    Pavarde44101   5                        
Vardas72903    Pavarde72903   5                        
Vardas188      Pavarde188     5                        
Vardas75612    Pavarde75612   5                        
Vardas88479    Pavarde88479   5                        
Vardas72450    Pavarde72450   5                        
Vardas32456    Pavarde32456   5                        
Vardas87850    Pavarde87850   5                        
Vardas48704    Pavarde48704   5                        
Vardas74032    Pavarde74032   5                        
Vardas5665     Pavarde5665    5                        
Vardas70186    Pavarde70186   5                        
Vardas78491    Pavarde78491   5                        
Vardas82918    Pavarde82918   5                        
Vardas57903    Pavarde57903   5                        
Vardas97771    Pavarde97771   5                        
Vardas69802    Pavarde69802   5                        
Vardas82919    Pavarde82919   5                        
Vardas83068    Pavarde83068   5                        
Vardas30526    Pavarde30526   5                        
Vardas15192    Pavarde15192   5                        
Vardas30521    Pavarde30521   5                        
Vardas56704    Pavarde56704   5                        
Vardas47164    Pavarde47164   5                        
Vardas12991    Pavarde12991   5                        
Vardas88003    Pavarde88003   5                        
Vardas29085    Pavarde29085   5                        
Vardas32211    Pavarde32211   5                        
Vardas82828    Pavarde82828   5                        
Vardas49807    Pavarde49807   5                        
Vardas29092    Pavarde29092   5                        
Vardas11311    Pavarde11311   5                        
Vardas47941    Pavarde47941   5                        
Vardas94978    Pavarde94978   5                        
Vardas97743    Pavarde97743   5                        
Vardas78749    Pavarde78749   5                        
Vardas95617    Pavarde95617   5                        
Vardas47872    Pavarde47872   5                        
Vardas65187    Pavarde65187   5                        
Vardas75748    Pavarde75748   5                        
Vardas15157    Pavarde15157   5                        
Vardas79047    Pavarde79047   5                        
Vardas13802    Pavarde13802   5                        
Vardas70188    Pavarde70188   5                        
Vardas11947    Pavarde11947   5                        
Vardas69839    Pavarde69839   5                        
Vardas82128    Pavarde82128   5                        
Vardas99906    Pavarde99906   5                        
Vardas1004     Pavarde1004    5                        
Vardas66058    Pavarde66058   5                        
Vardas13768    Pavarde13768   5                        
Vardas97575    Pavarde97575   5                        
Vardas79037    Pavarde79037   5                        
Vardas31829    Pavarde31829   5                        
Vardas66083    Pavarde66083   5                        
Vardas5589     Pavarde5589    5                        
Vardas12084    Pavarde12084   5                        
Vardas29311    Pavarde29311   5                        
Vardas65489    Pavarde65489   5                        
Vardas83035    Pavarde83035   5                        
Vardas6085     Pavarde6085    5                        
Vardas81398    Pavarde81398   5                        
Vardas30353    Pavarde30353   5                        
Vardas88885    Pavarde88885   5                        
Vardas78513    Pavarde78513   5                        
Vardas11531    Pavarde11531   5                        
Vardas5303     Pavarde5303    5                        
Vardas14804    Pavarde14804   5                        
Vardas94710    Pavarde94710   5                        
Vardas99694    Pavarde99694   5                        
Vardas58234    Pavarde58234   5                        
Vardas50541    Pavarde50541   5                        
Vardas31723    Pavarde31723   5                        
Vardas13560    Pavarde13560   5                        
Vardas31717    Pavarde31717   5                        
Vardas14885    Pavarde14885   5                        
Vardas31710    Pavarde31710   5                        
Vardas94240    Pavarde94240   5                        
Vardas44532    Pavarde44532   5                        
Vardas88065    Pavarde88065   5                        
Vardas44573    Pavarde44573   5                        
Vardas318      Pavarde318     5                        
Vardas75286    Pavarde75286   5                        
Vardas32347    Pavarde32347   5                        
Vardas50052    Pavarde50052   5                        
Vardas320      Pavarde320     5                        
Vardas12066    Pavarde12066   5                        
Vardas781      Pavarde781     5                        
Vardas70021    Pavarde70021   5                        
Vardas83488    Pavarde83488   5                        
Vardas94115    Pavarde94115   5                        
Vardas88022    Pavarde88022   5                        
Vardas75266    Pavarde75266   5                        
Vardas44258    Pavarde44258   5                        
Vardas30461    Pavarde30461   5                        
Vardas69795    Pavarde69795   5                        
Vardas72633    Pavarde72633   5                        
Vardas50626    Pavarde50626   5                        
Vardas75971    Pavarde75971   5                        
Vardas29528    Pavarde29528   5                        
Vardas97783    Pavarde97783   5                        
Vardas57868    Pavarde57868   5                        
Vardas94136    Pavarde94136   5                        
Vardas66033    Pavarde66033   5                        
Vardas13378    Pavarde13378   5                        
Vardas44718    Pavarde44718   5                        
Vardas50379    Pavarde50379   5                        
Vardas69792    Pavarde69792   5                        
Vardas88632    Pavarde88632   5                        
Vardas30398    Pavarde30398   5                        
Vardas57671    Pavarde57671   5                        
Vardas88879    Pavarde88879   5                        
Vardas11524    Pavarde11524   5                        
Vardas44398    Pavarde44398   5                        
Vardas50550    Pavarde50550   5                        
Vardas50549    Pavarde50549   5                        
Vardas45505    Pavarde45505   5                        
Vardas44408    Pavarde44408   5                        
Vardas50833    Pavarde50833   5                        
Vardas47191    Pavarde47191   5                        
Vardas83247    Pavarde83247   5                        
Vardas32067    Pavarde32067   5                        
Vardas87914    Pavarde87914   5                        
Vardas30858    Pavarde30858   5                        
Vardas49330    Pavarde49330   5                        
Vardas28966    Pavarde28966   5                        
Vardas49692    Pavarde49692   5                        
Vardas88207    Pavarde88207   5                        
Vardas72809    Pavarde72809   5                        
Vardas65030    Pavarde65030   5                        
Vardas88808    Pavarde88808   5                        
Vardas83262    Pavarde83262   5                        
Vardas12426    Pavarde12426   5                        
Vardas50142    Pavarde50142   5                        
Vardas58026    Pavarde58026   5                        
Vardas88727    Pavarde88727   5                        
Vardas89019    Pavarde89019   5                        
Vardas15705    Pavarde15705   5                        
Vardas45310    Pavarde45310   5                        
Vardas83165    Pavarde83165   5                        
Vardas69940    Pavarde69940   5                        
Vardas66668    Pavarde66668   5                        
Vardas83660    Pavarde83660   5                        
Vardas56916    Pavarde56916   5                        
Vardas95116    Pavarde95116   5                        
Vardas13872    Pavarde13872   5                        
Vardas14153    Pavarde14153   5                        
Vardas11919    Pavarde11919   5                        
Vardas48320    Pavarde48320   5                        
Vardas31171    Pavarde31171   5                        
Vardas56976    Pavarde56976   5                        
Vardas14145    Pavarde14145   5                        
Vardas43767    Pavarde43767   5                        
Vardas29696    Pavarde29696   5                        
Vardas94429    Pavarde94429   5                        
Vardas88801    Pavarde88801   5                        
Vardas57349    Pavarde57349   5                        
Vardas15770    Pavarde15770   5                        
Vardas97554    Pavarde97554   5                        
Vardas88807    Pavarde88807   5                        
Vardas13882    Pavarde13882   5                        
Vardas14131    Pavarde14131   5                        
Vardas49336    Pavarde49336   5                        
Vardas94422    Pavarde94422   5                        
Vardas95664    Pavarde95664   5                        
Vardas58388    Pavarde58388   5                        
Vardas64999    Pavarde64999   5                        
Vardas50967    Pavarde50967   5                        
Vardas11861    Pavarde11861   5                        
Vardas45319    Pavarde45319   5                        
Vardas88768    Pavarde88768   5                        
Vardas49785    Pavarde49785   5                        
Vardas66842    Pavarde66842   5                        
Vardas49624    Pavarde49624   5                        
Vardas65120    Pavarde65120   5                        
Vardas49640    Pavarde49640   5                        
Vardas30981    Pavarde30981   5                        
Vardas12881    Pavarde12881   5                        
Vardas11189    Pavarde11189   5                        
Vardas43878    Pavarde43878   5                        
Vardas28994    Pavarde28994   5                        
Vardas72202    Pavarde72202   5                        
Vardas11274    Pavarde11274   5                        
Vardas50777    Pavarde50777   5                        
Vardas72523    Pavarde72523   5                        
Vardas83106    Pavarde83106   5                        
Vardas13585    Pavarde13585   5                        
Vardas26086    Pavarde26086   5                        
Vardas83138    Pavarde83138   5                        
Vardas30300    Pavarde30300   5                        
Vardas74376    Pavarde74376   5                        
Vardas2526     Pavarde2526    5                        
Vardas47298    Pavarde47298   5                        
Vardas394      Pavarde394     5                        
Vardas83125    Pavarde83125   5                        
Vardas69094    Pavarde69094   5                        
Vardas52777    Pavarde52777   5                        
Vardas53390    Pavarde53390   5                        
Vardas56963    Pavarde56963   5                        
Vardas22261    Pavarde22261   5                        
Vardas62155    Pavarde62155   5                        
Vardas83022    Pavarde83022   5                        
Vardas26280    Pavarde26280   5                        
Vardas13965    Pavarde13965   5                        
Vardas7515     Pavarde7515    5                        
Vardas66987    Pavarde66987   5                        
Vardas38689    Pavarde38689   5                        
Vardas67012    Pavarde67012   5                        
Vardas20302    Pavarde20302   5                        
Vardas59843    Pavarde59843   5                        
Vardas96280    Pavarde96280   5                        
Vardas20447    Pavarde20447   5                        
Vardas38590    Pavarde38590   5                        
Vardas2574     Pavarde2574    5                        
Vardas59838    Pavarde59838   5                        
Vardas57808    Pavarde57808   5                        
Vardas13562    Pavarde13562   5                        
Vardas21745    Pavarde21745   5                        
Vardas91700    Pavarde91700   5                        
Vardas97021    Pavarde97021   5                        
Vardas53441    Pavarde53441   5                        
Vardas26842    Pavarde26842   5                        
Vardas45224    Pavarde45224   5                        
Vardas65966    Pavarde65966   5                        
Vardas67005    Pavarde67005   5                        
Vardas72964    Pavarde72964   5                        
Vardas20341    Pavarde20341   5                        
Vardas48300    Pavarde48300   5                        
Vardas388      Pavarde388     5                        
Vardas9018     Pavarde9018    5                        
Vardas72963    Pavarde72963   5                        
Vardas6228     Pavarde6228    5                        
Vardas85062    Pavarde85062   5                        
Vardas77933    Pavarde77933   5                        
Vardas68161    Pavarde68161   5                        
Vardas13956    Pavarde13956   5                        
Vardas4        Pavarde4       5                        
Vardas47308    Pavarde47308   5                        
Vardas22174    Pavarde22174   5                        
Vardas45500    Pavarde45500   5                        
Vardas94540    Pavarde94540   5                        
Vardas20474    Pavarde20474   5                        
Vardas20467    Pavarde20467   5                        
Vardas2792     Pavarde2792    5                        
Vardas2769     Pavarde2769    5                        
Vardas20810    Pavarde20810   5                        
Vardas55304    Pavarde55304   5                        
Vardas21139    Pavarde21139   5                        
Vardas90013    Pavarde90013   5                        
Vardas34713    Pavarde34713   5                        
Vardas76945    Pavarde76945   5                        
Vardas2680     Pavarde2680    5                        
Vardas53018    Pavarde53018   5                        
Vardas80340    Pavarde80340   5                        
Vardas83103    Pavarde83103   5                        
Vardas13446    Pavarde13446   5                        
Vardas39466    Pavarde39466   5                        
Vardas71513    Pavarde71513   5                        
Vardas2662     Pavarde2662    5                        
Vardas81877    Pavarde81877   5                        
Vardas39469    Pavarde39469   5                        
Vardas46781    Pavarde46781   5                        
Vardas2825     Pavarde2825    5                        
Vardas39054    Pavarde39054   5                        
Vardas21013    Pavarde21013   5                        
Vardas79511    Pavarde79511   5                        
Vardas20863    Pavarde20863   5                        
Vardas73420    Pavarde73420   5                        
Vardas76879    Pavarde76879   5                        
Vardas59512    Pavarde59512   5                        
Vardas68191    Pavarde68191   5                        
Vardas89984    Pavarde89984   5                        
Vardas26591    Pavarde26591   5                        
Vardas20976    Pavarde20976   5                        
Vardas68277    Pavarde68277   5                        
Vardas4351     Pavarde4351    5                        
Vardas39262    Pavarde39262   5                        
Vardas39261    Pavarde39261   5                        
Vardas21033    Pavarde21033   5                        
