Pavarde        Vardas         Galutinis(vid./med.)     
Vardas122      Pavarde122     7.5                      
Vardas219      Pavarde219     7.5                      
Vardas804      Pavarde804     7.5                      
Vardas277      Pavarde277     7.5                      
Vardas445      Pavarde445     7.5                      
Vardas523      Pavarde523     7.5                      
Vardas739      Pavarde739     7.5                      
Vardas785      Pavarde785     7.4                      
Vardas276      Pavarde276     7.4                      
Vardas228      Pavarde228     7.4                      
Vardas367      Pavarde367     7.4                      
Vardas690      Pavarde690     7.4                      
Vardas918      Pavarde918     7.4                      
Vardas984      Pavarde984     7.4                      
Vardas572      Pavarde572     7.4                      
Vardas395      Pavarde395     7.4                      
Vardas959      Pavarde959     7.4                      
Vardas594      Pavarde594     7.4                      
Vardas391      Pavarde391     7.4                      
Vardas970      Pavarde970     7.4                      
Vardas478      Pavarde478     7.4                      
Vardas266      Pavarde266     7.4                      
Vardas704      Pavarde704     7.4                      
Vardas253      Pavarde253     7.4                      
Vardas491      Pavarde491     7.4                      
Vardas947      Pavarde947     7.4                      
Vardas94       Pavarde94      7.4                      
Vardas353      Pavarde353     7.4                      
Vardas113      Pavarde113     7.3                      
Vardas855      Pavarde855     7.3                      
Vardas848      Pavarde848     7.3                      
Vardas170      Pavarde170     7.3                      
Vardas761      Pavarde761     7.3                      
Vardas273      Pavarde273     7.3                      
Vardas905      Pavarde905     7.3                      
Vardas824      Pavarde824     7.3                      
Vardas751      Pavarde751     7.3                      
Vardas958      Pavarde958     7.3                      
Vardas762      Pavarde762     7.3                      
Vardas186      Pavarde186     7.3                      
Vardas542      Pavarde542     7.3                      
Vardas887      Pavarde887     7.3                      
Vardas657      Pavarde657     7.3                      
Vardas882      Pavarde882     7.3                      
Vardas402      Pavarde402     7.2                      
Vardas558      Pavarde558     7.2                      
Vardas730      Pavarde730     7.2                      
Vardas75       Pavarde75      7.2                      
Vardas791      Pavarde791     7.2                      
Vardas293      Pavarde293     7.2                      
Vardas759      Pavarde759     7.2                      
Vardas455      Pavarde455     7.2                      
Vardas784      Pavarde784     7.2                      
Vardas831      Pavarde831     7.2                      
Vardas581      Pavarde581     7.2                      
Vardas632      Pavarde632     7.2                      
Vardas705      Pavarde705     7.2                      
Vardas103      Pavarde103     7.2                      
Vardas423      Pavarde423     7.1                      
Vardas60       Pavarde60      7.1                      
Vardas936      Pavarde936     7.1                      
Vardas877      Pavarde877     7.1                      
Vardas323      Pavarde323     7.1                      
Vardas399      Pavarde399     7.1                      
Vardas301      Pavarde301     7.1                      
Vardas299      Pavarde299     7.1                      
Vardas235      Pavarde235     7.1                      
Vardas884      Pavarde884     7.1                      
Vardas365      Pavarde365     7.1                      
Vardas50       Pavarde50      7.1                      
Vardas516      Pavarde516     7.1                      
Vardas740      Pavarde740     7.1                      
Vardas789      Pavarde789     7.1                      
Vardas982      Pavarde982     7.1                      
Vardas490      Pavarde490     7                        
Vardas432      Pavarde432     7                        
Vardas149      Pavarde149     7                        
Vardas329      Pavarde329     7                        
Vardas807      Pavarde807     7                        
Vardas714      Pavarde714     7                        
Vardas618      Pavarde618     7                        
Vardas488      Pavarde488     7                        
Vardas424      Pavarde424     7                        
Vardas821      Pavarde821     7                        
Vardas514      Pavarde514     7                        
Vardas311      Pavarde311     7                        
Vardas100      Pavarde100     7                        
Vardas102      Pavarde102     7                        
Vardas743      Pavarde743     6.9                      
Vardas563      Pavarde563     6.9                      
Vardas71       Pavarde71      6.9                      
Vardas55       Pavarde55      6.9                      
Vardas427      Pavarde427     6.9                      
Vardas259      Pavarde259     6.9                      
Vardas997      Pavarde997     6.9                      
Vardas896      Pavarde896     6.9                      
Vardas653      Pavarde653     6.9                      
Vardas682      Pavarde682     6.9                      
Vardas205      Pavarde205     6.9                      
Vardas628      Pavarde628     6.9                      
Vardas555      Pavarde555     6.9                      
Vardas646      Pavarde646     6.9                      
Vardas540      Pavarde540     6.9                      
Vardas362      Pavarde362     6.9                      
Vardas130      Pavarde130     6.9                      
Vardas240      Pavarde240     6.8                      
Vardas546      Pavarde546     6.8                      
Vardas859      Pavarde859     6.8                      
Vardas34       Pavarde34      6.8                      
Vardas47       Pavarde47      6.8                      
Vardas844      Pavarde844     6.8                      
Vardas44       Pavarde44      6.8                      
Vardas672      Pavarde672     6.8                      
Vardas612      Pavarde612     6.8                      
Vardas371      Pavarde371     6.8                      
Vardas163      Pavarde163     6.8                      
Vardas356      Pavarde356     6.8                      
Vardas357      Pavarde357     6.8                      
Vardas795      Pavarde795     6.8                      
Vardas254      Pavarde254     6.8                      
Vardas243      Pavarde243     6.8                      
Vardas86       Pavarde86      6.8                      
Vardas771      Pavarde771     6.8                      
Vardas696      Pavarde696     6.8                      
Vardas866      Pavarde866     6.8                      
Vardas805      Pavarde805     6.8                      
Vardas440      Pavarde440     6.8                      
Vardas81       Pavarde81      6.8                      
Vardas934      Pavarde934     6.8                      
Vardas438      Pavarde438     6.8                      
Vardas390      Pavarde390     6.8                      
Vardas935      Pavarde935     6.8                      
Vardas607      Pavarde607     6.8                      
Vardas686      Pavarde686     6.8                      
Vardas973      Pavarde973     6.8                      
Vardas358      Pavarde358     6.8                      
Vardas477      Pavarde477     6.7                      
Vardas993      Pavarde993     6.7                      
Vardas406      Pavarde406     6.7                      
Vardas974      Pavarde974     6.7                      
Vardas171      Pavarde171     6.7                      
Vardas852      Pavarde852     6.7                      
Vardas53       Pavarde53      6.7                      
Vardas302      Pavarde302     6.7                      
Vardas647      Pavarde647     6.7                      
Vardas507      Pavarde507     6.7                      
Vardas361      Pavarde361     6.7                      
Vardas132      Pavarde132     6.7                      
Vardas544      Pavarde544     6.7                      
Vardas674      Pavarde674     6.7                      
Vardas51       Pavarde51      6.6                      
Vardas755      Pavarde755     6.6                      
Vardas600      Pavarde600     6.6                      
Vardas484      Pavarde484     6.6                      
Vardas179      Pavarde179     6.6                      
Vardas535      Pavarde535     6.6                      
Vardas27       Pavarde27      6.6                      
Vardas231      Pavarde231     6.6                      
Vardas456      Pavarde456     6.6                      
Vardas810      Pavarde810     6.6                      
Vardas198      Pavarde198     6.6                      
Vardas498      Pavarde498     6.6                      
Vardas625      Pavarde625     6.6                      
Vardas732      Pavarde732     6.6                      
Vardas603      Pavarde603     6.6                      
Vardas492      Pavarde492     6.6                      
Vardas873      Pavarde873     6.6                      
Vardas174      Pavarde174     6.6                      
Vardas529      Pavarde529     6.6                      
Vardas652      Pavarde652     6.6                      
Vardas111      Pavarde111     6.6                      
Vardas596      Pavarde596     6.6                      
Vardas907      Pavarde907     6.6                      
Vardas954      Pavarde954     6.6                      
Vardas972      Pavarde972     6.5                      
Vardas151      Pavarde151     6.5                      
Vardas215      Pavarde215     6.5                      
Vardas816      Pavarde816     6.5                      
Vardas645      Pavarde645     6.5                      
Vardas191      Pavarde191     6.5                      
Vardas865      Pavarde865     6.5                      
Vardas238      Pavarde238     6.5                      
Vardas578      Pavarde578     6.5                      
Vardas184      Pavarde184     6.5                      
Vardas183      Pavarde183     6.5                      
Vardas64       Pavarde64      6.5                      
Vardas709      Pavarde709     6.4                      
Vardas416      Pavarde416     6.4                      
Vardas112      Pavarde112     6.4                      
Vardas110      Pavarde110     6.4                      
Vardas772      Pavarde772     6.4                      
Vardas505      Pavarde505     6.4                      
Vardas430      Pavarde430     6.4                      
Vardas467      Pavarde467     6.4                      
Vardas969      Pavarde969     6.4                      
Vardas889      Pavarde889     6.4                      
Vardas265      Pavarde265     6.4                      
Vardas213      Pavarde213     6.4                      
Vardas420      Pavarde420     6.4                      
Vardas595      Pavarde595     6.4                      
Vardas148      Pavarde148     6.4                      
Vardas181      Pavarde181     6.4                      
Vardas509      Pavarde509     6.4                      
Vardas707      Pavarde707     6.4                      
Vardas531      Pavarde531     6.4                      
Vardas449      Pavarde449     6.4                      
Vardas850      Pavarde850     6.4                      
Vardas49       Pavarde49      6.4                      
Vardas635      Pavarde635     6.4                      
Vardas380      Pavarde380     6.4                      
Vardas418      Pavarde418     6.4                      
Vardas310      Pavarde310     6.3                      
Vardas9        Pavarde9       6.3                      
Vardas814      Pavarde814     6.3                      
Vardas717      Pavarde717     6.3                      
Vardas876      Pavarde876     6.3                      
Vardas729      Pavarde729     6.3                      
Vardas476      Pavarde476     6.3                      
Vardas765      Pavarde765     6.3                      
Vardas314      Pavarde314     6.3                      
Vardas576      Pavarde576     6.3                      
Vardas864      Pavarde864     6.3                      
Vardas221      Pavarde221     6.2                      
Vardas998      Pavarde998     6.2                      
Vardas89       Pavarde89      6.2                      
Vardas820      Pavarde820     6.2                      
Vardas297      Pavarde297     6.2                      
Vardas658      Pavarde658     6.2                      
Vardas624      Pavarde624     6.2                      
Vardas312      Pavarde312     6.2                      
Vardas83       Pavarde83      6.2                      
Vardas718      Pavarde718     6.2                      
Vardas827      Pavarde827     6.2                      
Vardas881      Pavarde881     6.2                      
Vardas801      Pavarde801     6.2                      
Vardas832      Pavarde832     6.2                      
Vardas734      Pavarde734     6.2                      
Vardas986      Pavarde986     6.2                      
Vardas909      Pavarde909     6.2                      
Vardas117      Pavarde117     6.2                      
Vardas501      Pavarde501     6.1                      
Vardas651      Pavarde651     6.1                      
Vardas147      Pavarde147     6.1                      
Vardas587      Pavarde587     6.1                      
Vardas808      Pavarde808     6.1                      
Vardas218      Pavarde218     6.1                      
Vardas519      Pavarde519     6.1                      
Vardas902      Pavarde902     6.1                      
Vardas738      Pavarde738     6.1                      
Vardas303      Pavarde303     6.1                      
Vardas290      Pavarde290     6                        
Vardas994      Pavarde994     6                        
Vardas67       Pavarde67      6                        
Vardas619      Pavarde619     6                        
Vardas316      Pavarde316     6                        
Vardas733      Pavarde733     6                        
Vardas443      Pavarde443     6                        
Vardas212      Pavarde212     6                        
Vardas677      Pavarde677     6                        
Vardas870      Pavarde870     6                        
Vardas230      Pavarde230     6                        
Vardas78       Pavarde78      6                        
Vardas128      Pavarde128     6                        
Vardas667      Pavarde667     6                        
Vardas916      Pavarde916     6                        
Vardas481      Pavarde481     6                        
Vardas436      Pavarde436     5.9                      
Vardas921      Pavarde921     5.9                      
Vardas666      Pavarde666     5.9                      
Vardas475      Pavarde475     5.9                      
Vardas115      Pavarde115     5.9                      
Vardas829      Pavarde829     5.9                      
Vardas84       Pavarde84      5.9                      
Vardas180      Pavarde180     5.9                      
Vardas978      Pavarde978     5.8                      
Vardas687      Pavarde687     5.8                      
Vardas926      Pavarde926     5.8                      
Vardas758      Pavarde758     5.8                      
Vardas689      Pavarde689     5.8                      
Vardas82       Pavarde82      5.8                      
Vardas725      Pavarde725     5.8                      
Vardas340      Pavarde340     5.8                      
Vardas846      Pavarde846     5.8                      
Vardas434      Pavarde434     5.8                      
Vardas442      Pavarde442     5.8                      
Vardas933      Pavarde933     5.8                      
Vardas811      Pavarde811     5.8                      
Vardas29       Pavarde29      5.8                      
Vardas769      Pavarde769     5.8                      
Vardas786      Pavarde786     5.8                      
Vardas87       Pavarde87      5.7                      
Vardas355      Pavarde355     5.7                      
Vardas48       Pavarde48      5.7                      
Vardas568      Pavarde568     5.7                      
Vardas565      Pavarde565     5.7                      
Vardas6        Pavarde6       5.7                      
Vardas2        Pavarde2       5.7                      
Vardas80       Pavarde80      5.7                      
Vardas280      Pavarde280     5.7                      
Vardas258      Pavarde258     5.7                      
Vardas841      Pavarde841     5.7                      
Vardas592      Pavarde592     5.7                      
Vardas703      Pavarde703     5.7                      
Vardas561      Pavarde561     5.7                      
Vardas211      Pavarde211     5.7                      
Vardas584      Pavarde584     5.6                      
Vardas932      Pavarde932     5.6                      
Vardas195      Pavarde195     5.6                      
Vardas229      Pavarde229     5.6                      
Vardas4        Pavarde4       5.6                      
Vardas483      Pavarde483     5.6                      
Vardas413      Pavarde413     5.6                      
Vardas375      Pavarde375     5.6                      
Vardas236      Pavarde236     5.6                      
Vardas539      Pavarde539     5.6                      
Vardas127      Pavarde127     5.6                      
Vardas634      Pavarde634     5.6                      
Vardas354      Pavarde354     5.6                      
Vardas330      Pavarde330     5.6                      
Vardas530      Pavarde530     5.6                      
Vardas517      Pavarde517     5.6                      
Vardas152      Pavarde152     5.6                      
Vardas774      Pavarde774     5.6                      
Vardas77       Pavarde77      5.6                      
Vardas281      Pavarde281     5.5                      
Vardas797      Pavarde797     5.5                      
Vardas809      Pavarde809     5.5                      
Vardas309      Pavarde309     5.5                      
Vardas968      Pavarde968     5.5                      
Vardas602      Pavarde602     5.5                      
Vardas579      Pavarde579     5.5                      
Vardas806      Pavarde806     5.5                      
Vardas713      Pavarde713     5.5                      
Vardas895      Pavarde895     5.5                      
Vardas166      Pavarde166     5.5                      
Vardas497      Pavarde497     5.5                      
Vardas665      Pavarde665     5.5                      
Vardas661      Pavarde661     5.5                      
Vardas129      Pavarde129     5.4                      
Vardas107      Pavarde107     5.4                      
Vardas977      Pavarde977     5.4                      
Vardas360      Pavarde360     5.4                      
Vardas59       Pavarde59      5.4                      
Vardas19       Pavarde19      5.4                      
Vardas495      Pavarde495     5.4                      
Vardas699      Pavarde699     5.4                      
Vardas18       Pavarde18      5.4                      
Vardas942      Pavarde942     5.4                      
Vardas396      Pavarde396     5.4                      
Vardas373      Pavarde373     5.4                      
Vardas441      Pavarde441     5.4                      
Vardas622      Pavarde622     5.4                      
Vardas388      Pavarde388     5.3                      
Vardas930      Pavarde930     5.3                      
Vardas324      Pavarde324     5.3                      
Vardas334      Pavarde334     5.3                      
Vardas417      Pavarde417     5.3                      
Vardas780      Pavarde780     5.3                      
Vardas444      Pavarde444     5.3                      
Vardas723      Pavarde723     5.3                      
Vardas508      Pavarde508     5.3                      
Vardas953      Pavarde953     5.3                      
Vardas631      Pavarde631     5.3                      
Vardas124      Pavarde124     5.3                      
Vardas839      Pavarde839     5.3                      
Vardas817      Pavarde817     5.3                      
Vardas454      Pavarde454     5.3                      
Vardas915      Pavarde915     5.3                      
Vardas798      Pavarde798     5.2                      
Vardas308      Pavarde308     5.2                      
Vardas712      Pavarde712     5.2                      
Vardas698      Pavarde698     5.2                      
Vardas967      Pavarde967     5.2                      
Vardas878      Pavarde878     5.2                      
Vardas788      Pavarde788     5.2                      
Vardas633      Pavarde633     5.2                      
Vardas799      Pavarde799     5.2                      
Vardas242      Pavarde242     5.2                      
Vardas856      Pavarde856     5.2                      
Vardas513      Pavarde513     5.2                      
Vardas753      Pavarde753     5.2                      
Vardas322      Pavarde322     5.2                      
Vardas923      Pavarde923     5.2                      
Vardas610      Pavarde610     5.2                      
Vardas172      Pavarde172     5.2                      
Vardas879      Pavarde879     5.2                      
Vardas283      Pavarde283     5.2                      
Vardas693      Pavarde693     5.2                      
Vardas11       Pavarde11      5.2                      
Vardas917      Pavarde917     5.1                      
Vardas145      Pavarde145     5.1                      
Vardas757      Pavarde757     5.1                      
Vardas451      Pavarde451     5.1                      
Vardas715      Pavarde715     5.1                      
Vardas96       Pavarde96      5.1                      
Vardas412      Pavarde412     5.1                      
Vardas901      Pavarde901     5.1                      
Vardas991      Pavarde991     5.1                      
Vardas262      Pavarde262     5.1                      
Vardas105      Pavarde105     5.1                      
Vardas70       Pavarde70      5.1                      
Vardas389      Pavarde389     5                        
Vardas38       Pavarde38      5                        
Vardas68       Pavarde68      5                        
Vardas988      Pavarde988     5                        
Vardas614      Pavarde614     5                        
